Smell_Source	Smell_Word	Quality	Sentence	year	Book
gloves|gloves	odours|perfumed|perfumed|smells	perfumed|perfumed|sweet	The impoisonment of particular persons by odours , hath been reported to be in perfumed gloves , or the like : and it is like , they mingle the poison that is deadly , with some smells that are sweet , which also maketh it the sooner received .	1803	bl2514
gloves	perfumed|perfumed	perfumed|perfumed|very	] Sweet , or perfumed gloves , irt frequently mentioned by Shakspeare , aud were very salniouibleia the age of Elizabeth , and long afterwards .	1799	bl2623
Lawn|Cyprus|Gloves	Perfume	sweet	Lawn , as white as driven snow ; Cyprus , black as eVr was crow ; Gloves , as sweet as damask roses ; Masks for faces , and for noses ; Bugle bracelet , necklace - amber , 5 Perfume for a ladys chamber : Golden cjuoiss , and stomachers .	1799	bl2623
Gloves|Bagges|leather Jerkin|Gloves	perfumed|perfumed|perfumed|perfumed	perfumed|perfumed|perfumed|perfumed	Edward de Vere , Earl of Oxford , came from Italy , and brought with him Gloves , sweet Bagges , a perfumed leather Jerkin , and other pleasant thinges ; and that yeare the Queene had a payre of perfumed Gloves trimmed only with four tuftes or roses , of coloured silke ; and the Queene tooke such pleasure in those Gloves , that she was pictured with them upon her bauds : and for many years after it was called tbe Earl of Oxford ' s About the middle of this reign the making of large Bucklers , and long Tucks and Rapiers , came into fashion , and he was belde the greatest says Howe , that bad the deepest ruffe , and longest rapier the ruffs were a full quarter of a yard in depth , and twelve lengths in one ruffe but , the offence to the eye of the one , and the hurt unto the life ofthe subject that came by the other , caused her Majesty to make proclamation against them both , and to place selected grave Citizens at every gate , to cut the ruffes , and break the rapiers ' poynts , of all passengers that exceeded a yard in length of their rapiers , or a nayle of a yard in depth of their | | Women ' s pulace as so strange and finical , that thcreuppon rose a general scofTe , or by - worde , that shortly they would make ruffes of a spider ' s Ibid , p .	1801	bl2741
the Digitalis ( fox - glove )|number	smell	strong aromatic	Of these , none , except perhaps , the Digitalis ( fox - glove ) , deserve to be ranked among the poisonous plants ; a considerable number , however , exhibit a strong aromatic smell , approaching , in some cases , to the fœtid , and possess other active sensible properties .	1802	bl21381
the laurel|Avinged|rush - leaved iris|three species of fox - glove|pæony|common passion flower|bean trefoil|birth - wort	stinking|stinking	stinking|stinking	In the hedges , and by the shady road - sides , are found the laurel , Avinged and rush - leaved iris , three species of fox - glove , pæony , common passion flower , stinking bean trefoil , and birth - wort .	1817	bl735
gloves	perfumed|perfumed	perfumed|perfumed	We find it in Spenser ' s Pastorals , Aprill : And gird in your wast , For more finenesse , with a towdrie ( 2 ) Sweet , or perfumed gloves , are frequently mentioned by Shakspeare , Shakspeare , and were very fashionable in the age of Elizabeth , and long afterwards .	1818	bl7750
Gloves|leather jerkin|gloves|roses	perfume|perfumed|perfumed|perfumed|perfumed	sweet|perfumed|perfumed|perfumed|perfumed	Thus Autolycus , in the song just preceeding this passage , passage , offers to sale : Gloves as sweet as damask Stowe ' s Continuator , Edmund Howes , informs us , that the English could not make any costly wash or perfume , until about the fourteenth fourteenth or fifteenth of the queen [ Elizabeth , ] the right honourable Edward Vere erle of Oxford , came from Italy , aud brought with him gloves , sweet hagges , a perfumed leather jerkin , and other pleasant thinges : and that yeare the queeue had a payre of perfumed gloves trimmed onlie with foure tastes , or roses of cullered silke .	1818	bl7750
gloves|delicate chains of amber	Perfumed|Perfumed|nostrils	Perfumed|Perfumed|sweet	places , ( As ' twere on altars , consecrate to her ) Perfumed gloves , and delicate chains of amber , To keep the air in awe of her sweet nostrils : This have I done , and this I think will please Behold she comes .	1811	bl7813
leather jerkin|gloves	perfume|perfumed|perfumed|perfumed|perfumed	perfumed|perfumed|perfumed|perfumed	Warton , Warton , in a note , says , ' Stone ' s Continuutor , Edmund Howes , informs us , that the English could ' not ' make any costly wash or perfume , until about the fourteenth or fifteenth of the queene [ Elizabeth ] , the right honourable Edward Vere earle of Oxford came from Italy , and brought with him gloves , sweet bagges , a perfumed leather jerkin , and other pleasant thinges : and that ycare the queene had a payre of perfumed gloves trimmed onlie with foure tuftes , or roses , of cullered silke .	1811	bl7815
the|fox - glove|number	smell	strong aromatic	] The ringent , galeated , hooded , or labiated plants , hold a conspicu - ous place in the English Flora : of these , none , except perhaps the Digitalis ( fox - glove ) , deserve to be ranked among the poisonous plants ; a considerable number , how - ever , exhibit a strong aromatic smell , approaching , in some cases , to the fœtid , and possess other active sensible properties .	1817	bl71721
leather jerkin|gloves	perfume|perfumed|perfumed|perfumed|perfumed	perfumed|perfumed|perfumed perfumed|perfumed	Stowes ' continuator , Edmund Howes , informs ns , that the English could not make any costly washe or perfume , until aboute the fourteenth or fifteenth of the Queene Elizabeth , the Right Honourable Honourable Edward Vere , Earl of Oxforde , came from Italy , and brought with him gloves , sweet bagges , a perfumed leather jerkin , and other pleasant things ; and that the Queene had a payre of perfumed perfumed gloves trimmed onlie with foure tufts or roses of cullered silke .	1825	bl3138
Lawn|Cyprus|Gloves	Perfume	sweet	Lawn , as white as driven snow ; Cyprus , black as e ' er was crow ; Gloves , as sweet as damask roses ; Masks for faces , and for noses ; Bugle bracelet , necklace - amber , Perfume for a lady ' s chamber : Golden quoifs , and stomachers , For my tads to give their dears ; Pins , and poking - sticks of steel , M hat maids lack from head to heel : Come , buy of me , come : come buy , come buy ; Buy lads , or else your lasses cry : Come , buy , Sic .	1825	bl3138
Gloves|Bagges|leather Jerkin|Gloves	perfumed|perfumed|perfumed|perfumed	perfumed|perfumed|perfumed|perfumed	Edward de Vere , Earl of Oxford , came from Italy , and brought with him Gloves , sweet Bagges , a perfumed leather Jerkin , and other pleasant thinges ; and that yeare the Queene had a payre of perfumed Gloves trimmed only with sour tuftes or roses , of coloured silke ; and the Queene tooke such pleasure in those Gloves , that she was pictured with them upon her hands : and for many years after it was called the Earl of Oxford ' s J About the middle of this reign the making of large Bucklers , and long Tucks and Rapiers , came into fashion , and he was helde the greatest says Howe , that had the deepest ruffe , and longest rapier the ruffs were a full quarter of a yard in depth , and twelve lengths in one ruffe but , the offence to the eye of the one , and the hurt unto the life of the subject that came by the other , caused her Majesty to make proclamation against them both , and to place selected grave Citizens at every gate , to cut the ruffes , and break the rapiers ' poynts , of all passengers that exceeded a yard in length of their rapiers , or a nayle of a yard in depth of their | | Women ' s pulace as so strange aud finical , that tbcrenppon rose a general scoffe , or by - worde , that shortly they would make ruffeis of a spider ' s Ibid , p .	1820	bl3179
some woods of oranges|heaths of rosemary|of gloves	smell|smells|perfuming		It is true , that some woods of oranges , and heaths of rosemary , will smell a great way into the sea , perhaps twenty miles ; but what is that , since a peal of ordnance will do as much , which moveth in a small compass ? Whereas those woods and heaths are of vast spaces ; besides , we see that smells do adhere to hard bodies ; as in perfuming of gloves , & amp ; c .	1825	bl3272
gloves|gloves	odours|perfumed|perfumed|smells	perfumed|perfumed|sweet	The impoisonment of particular persons by odours , hath been reported to be in perfumed gloves , or the like : and it is like , they mingle the poison that is deadly , with some smells that are sweet , which also maketh it the sooner received .	1825	bl3272
some woods of oranges|heaths of rosemary|of gloves	smell|smells|perfuming		It is true , that some woods of oranges , and heaths of rosemary , will smell a great way into the sea , perhaps twenty miles ; but what is that , since a peal of ordnance will do as much , which moveth in a small compass ? Whereas those woods and heaths are of vast spaces ; besides , we see that smells do adhere to hard bodies ; as in perfuming of gloves , etc .	1824	bl3468
gloves|gloves	odours|perfumed|perfumed|smells	perfumed|perfumed|sweet	The impoisonment of particular persons by odours , hath been reported to be in perfumed gloves , or the like : and it is like , they mingle the poison that is deadly , with some smells that are sweet , which also maketh it the sooner received .	1824	bl3468
of orange gloves	scent		I have been looking over the last present of orange gloves you made me ; and methinks I do not like the scent .	1821	bl3731
the vegetable musk|oil|fox - glove	aromatic|aromatic aromatic|aromatic	highly aromatic|aromatic aromatic|aromatic	Of these may be noticed the jatrapha , or physic nut ; the palma christi , from which castor oil is obtained ; the vegetable musk , the seeds of which contain an highly aromatic aromatic oil ; the digitalis , or fox - glove ; and tbe gauania , which preserves the teeth pure and delicately white .	1822	bl32010
These gloves|they	perfume	excellent excellent	These gloves the count sent me , they are an excellent excellent perfume .	1825	bl32197
fans|silk|waters|gloves	scented|scented	scented|scented	Their trade here , what there is of it , must be advantageous : advantageous : they bring every requisite for the ladies ' toilet ; fans , silk stockings , perfumery , scented waters , gloves , jewellery , and those nic - nacs in which the French so much excel .	1825	bl31219
Lawn|Cyprus|Gloves	Perfume	sweet	Lawn , as white as driven snow ; Cyprus , black as e ' er was crow ; Gloves , as sweet as damask roses ; Masks for faces , and for noses ; Bugle bracelet , necklace - amber , Perfume for a lady ' s chamber : Go / den quoifs , and stomachers , For my lads to give their dears ; Pins , and poking - sticks ' of steel , What maids lack from head to heel : Come , buy of me , come ; come buy , come buy ; Buy , lads , or else your lasses cry : Come , buy , & amp ; c .	1825	bl31596
pair|gloves	perfumes|perfumed|perfumed	perfumed|perfumed	572 Edward Vere , earl of Oxford , introduced embroidered gloves and perfumes , which he brought from Italy into England , England , and presented the queen with a pair of perfumed gloves ; her portrait was painted with them upon her hands .	1825	bl31752
gloves	perfume|fume		Item , That no manner of perfume , either in apparell or sieves , gloves or such lyke , or otherwise that shall be appoynted for your Majestie ' s savor , be presented by any stran - ger , or other persone , but that the same be corrected by some other fume .	1828	bl31953
of green baize|white - brown paper|kid gloves|Windsor soap|varnish|lavender - water	smell		Jack looked in , enjoyed for a moment the well - known smell of green baize , white - brown paper , kid gloves , Windsor soap , varnish , and lavender - water , with which such gay receptacles are generally generally redolent ; then turned out again , and walked as far as he could in the direction of Beachy Head , the state of the tide and the nature nature of the shore limiting his excursion thitherwards , however , to about two hundred yards .	1837	bl8451
of Linnen|Woollen|Gloves	Perfumes		In Perfumes of Linnen , Woollen , DO ' Gloves , & amp ; c .	1836	bl8604
necklaces|bracelets|gloves	perfumed|perfumed	perfumed|perfumed	That day she was drest in white silk , bordered with pearls of the size of beans , and over it a mantle of black silk , shot with silver threads ; her train was very long , borne by a marchioness ; instead of a chain , she had an oblong collar of gold and jewels : the ladies of the court followed next to her , very handsome and well shaped , and for the most part dressed in Her wardrobe consisted of more than two thousand gowns , with all things She was very fond of perfumed necklaces , bracelets , and gloves .	1831	bl82231
gloves|their	perfumed|perfumed|scent	perfumed|perfumed|so exquisite	In the fifteenth year of her reign , Edward Vere , Earl of Oxford , presented her with a pair of perfumed gloves , trimmed with four tufts of rosecoloured rosecoloured silk , in which she took such pleasure , that she was always painted with those gloves on her hands ; and their scent was so exquisite , that it was ever after called the Earl of Oxford ' s At new year ' s day , 1589 , she was r2 247 HISTORY OF WOBURN .	1831	bl82231
the modest primrose|the golden buttercup|the splendid foxglove|dancing daffodil|violet	scented|scented	sweet|scented|scented	Here , there was no roaming at liberty in the sun - lit fields , and sequestered dells , where the modest primrose , the golden buttercup , the splendid foxglove , the dancing daffodil , and the sweet - scented violet are profusely scattered .	1835	bl82293
velvets|silks|gloves	perfumes		The eau de mille fleurs , perfumes , velvets , silks , chamois gloves , are the chief articles of external commerce .	1829	bl81135
millinery|shoes|gloves|bottles	scent -		317 You must needs have collected from our letters long ere this , that we are all here together — all happy , and all well pleased ! — taking long excursions excursions in the country , and seeing all our sights over again — the merry twice told tale ! never tired of visiting the shops ; and like the bees for winter , are beginning to lay up a store of the good things — such as millinery , shoes , gloves , and scent - bottles — which we get cheaper here than in England .	1845	bl4403
boxes|gloves|boot	nose|snuff|snuff		How many pocket - handkerchiefs ? one devil a more ! You could only blow your nose two days in the week , and now you may every hour of the twenty - four ! — and , as to the trifling articles of small value , snuff - boxes , gloves , boot - jacks , night - caps , and ' ' Stop , Tim , that ' s enough ' ' No , sir , it is not , ' said Tim , drawing himself up to his full height ; ' you have woimded my feehngs in a way I can ' t forget : it is impossible impossible we can have that mutual respect we position demands : farewell , farewell , farewell , doctor , and for ever ! ' Before I could say another word , the fellow had left the room , and closed the door after him ; and , from that hour to this , I never set eyes on In tMs vein did the worthy doctor run on , till some more discreet friend suggested that , however , well intentioned the visit , I did not seem to be fully equal to it .	1841	bl4659
gloves	fumed		After hir Majestie had taken hir chambre , the Vice - chauncellor in the name of the whole Universitie , gave unto the Lord Burleigh , High Treasurer of England and Lord Chancellour , a present of per fumed gloves , price 20 .	1842	bl43457
the gloves of Cales|chamber|cloves|cloves|jessamine|this golden vessel	smell|perfumes		om Padua , that stand on end with their own richness ; xvhat kirtles and mantles they v ill make ! and the gloves of Cales , that cause chamber to smell like a garden full of spice , cloves , and jessamine ! And these veils from the Low Countries , as fine as a spider ' s web ! Aud the cloth of gold , and the cloth of silver , — xvhere did Master Eustace say they came from , Dime Margaret % And this golden vessel vessel lor perfumes , which looks like a basket all over - run with grapes and ivy was wrought by a cunning goldsmith responded old Margaret , xvhose skill is so surpassing , that , albeit he employs chiefly the precious metals , the workmanship is of more value than the materials .	1841	bl43879
pair|gloves|a cup of fragrant|fragrant|fragrant wine	smelling|scented|scented|fragrant|fragrant|fragrant	scented|scented|fragrant|fragrant|fragrant	The smelling of a nosegay — a pair of scented gloves — a cup of fragrant wine — would clear her Court in a few hours of those who cumbered All tales ! my Lady , & # 34 ; ' replied Mrs .	1844	bl42124
gloves	perfumes|perfumes perfumes	sweet perfumes|perfumes	383 large , set with rich stones of jewels , gloves , and sweet perfumes perfumes ; and lastly , the Lady Mary , his mistress , sent him a rich suit of hangings , with a jewel , or John Chamberlain , Esq .	1848	bl42333
Flourishing|a profusion of myrtles|the bee - orchis|the rock - samphire|the foxglove|numerous other wild plants and flowers	odours		Flourishing Flourishing vines and a profusion of myrtles send up clouds of odours on Appuldurcombe , the estate of the Earl of Yarborough , the present vice - admiral of the island ; and the bee - orchis , the rock - samphire , the foxglove , and numerous other wild plants and flowers , everywhere cover tbe wastes with floral luxuriance .	1843	bl42453
glove|fan	scented|scented	scented|scented	Within the palace , Wurmser nobly feasts His honoured guests ; a splendid bad succeeds , Where beauty sighs , and valour laughs at war , Stealing uncheck ' d the scented glove or fan , Token of love , pressed to his of Too soon perchance with smoking blood defiled ; Brief pleasure , fodowed by enduring woe .	1845	bl42659
gloves	scents		Did it occur to him that these two women , whose stay he should have been , were without common necessaries , for want of the money he spent on scents and gloves ? Yet Charlie was only thoughtless .	1873	bl98079
house flowers|gloves|bottles	scent		His brain was rather bewildered , and all his views of life became coloured , and distorted ; he was always inventing excuses to call at the house where she was staying , and to ride or walk in the neighbourhood ; he crimsoned when he saw her , and stammered a little sometimes sometimes when he spoke to her ; he rode miles and took railway journeys to get her hot - house flowers , gloves , bottles of scent , and pieces of music ; he read a great deal of poetry , and sat up late at nights trying to write some .	1871	bl98340
gloves|clocked	scented|scented	scented|scented	Meantime haH the seamstresses seamstresses in Bristol were at work , under her direction , in fulfiUing her vow that whenever Winifred married she should have a setting - out equal to that of any lady in the land ; and marveUous indeed were the lace and fine linen , the cut - work and raised work , the brocades , and cambrics , and scented gloves , and gold - fringed gaiters , and clocked stockings , which Lady Corbet displayed to Alwright ' s admiring eyes on her arrival at Exeter a few days before the wedding .	1878	bl98379
soap|pins|gloves|books	perfumes		36 A FEW WORDS OF ADVICE ON tray for perfumes , soap { carbolic or tar is best ) , pins , gloves , books , etc .	1876	bl98560
the dewy flowers|the fox - glove|the wUd - rose|the heather|of pine and gorse|tbymy	breath|fragrance	Ughtful	There were the dewy flowers she sang of — the blue - beU and the fox - glove , the wUd - rose and the heather — and there the tinkbng chime of mountain springs — and the hiUs , and the dales , and the pensive light , and the darkening shaws , and tbe plaintive murmur of the night - breeze steahng across tbe moorlands , balmy with the breath of pine and gorse , and aU manner of de - Ughtful tbymy fragrance .	1872	bl94348
firs|nots|fox|gloves	odorous|odorous	odorous|odorous	The three friends descended to the glen , taking the steep path which led , under the branches of odorous firs and flanked by sparkling sparkling clusters of blue - bells , forget - me - nots , and fox - gloves , down to the bed of the burn .	1875	bl94575
gloves|a Seville|cloves	smells		So calling for her wimple , fan , gloves , and a Seville orange , stuck full of cloves against back street smells , the widow sallied forth to Funny Joe ' s Corner .	1871	bl94743
gloves|neckties	scents		Since I came to Paris I must have spent a little fortune on gloves , and scents , and neckties , and silly jewellery , that has not even the merit — some of it — of having any intrinsic I do not mind so much about that ; it was foolish , and you see it was scarcely honourable , since you were by no means certain when you would be in funds sufficient to meet your liabilities .	1871	bl94859
pipes|gloves|open|whips|bags	fragrant|fragrant	fragrant|fragrant	At the study - door , by common consent , consent , Lady Osgood ' s rule terminated ; and there , in that apartment , fragrant Avith the tobacco consumption of many years , reigned a delightful state of disorder , — books , pipes , gloves , bits of old armour , open periodicals , statuettes , driving - and riding - whips , sample - bags sample - bags of corn , cricket - bats , croquet - mallets , croquet - mallets , and a hundred other indescribable objects , being huddled together in heterogeneous heterogeneous confusion .	1872	bl94890
gloves	perfume		My conscience was a little troubled as to the separate rights of meum and tuum ; but surely , as I once heard a holy father say , ' The end would justify the means ' — for I should astonish the world with some literary production ( perhaps ) , there was no saying , and any printer would be proud of a AUTOBIOGRAPHY OF 302 poisoned saddle ; ' which caused a public order to be issued ( to which I listened with a degree of pride to be imagined , not described ) that ' from that day forth , no manner manner of perfume either in apparel , gloves , or any article whatsoever , whatsoever , should be presented to her Majesty by any stranger or other person , without express permission from an appointed appointed officer of state .	1873	bl9622
Ferns|foxgloves|moss|rock - work	scenting|perfume		How beautiful it is ! Summer on the mountains ! sunset on the hill - sides ! Ferns , foxgloves , moss , rock - work , all turned to She paused , scenting the air , as if attracted by a perfume .	1869	bl9763
A|glove	perfumed|perfumed	perfumed|perfumed	91 Down at my feet , like a rose - leaf , lay A tiny , perfumed glove ; I hid it away near my heart , for ' twas all I could take for my heart ' s best love ! ' Tis hidden there still : the winters go by , And I know no other love ; I cannot care for another hand So much as her little glove ! ELEANOR .	1874	bl96214
gloves|hosiery|muslin|chemical|essences	perfumes		Among the manufactures manufactures are woollen , silk , and cotton goods , gloves , hosiery , muslin , chemical products , perfumes , essences , & amp ; c .	1874	bl96330
gloves	perfumed|perfumed	perfumed|perfumed	Where are those perfumed gloves , which late I sent To be poisoned ? Hast thou done them ? Speak .	1871	bl96805
the|the gloves	perfume|scent	very strong	Methinks the gloves have a very strong perfume , The scent whereof doth make my head to ache .	1871	bl96805
bouquets of flowers|gloves|fans|boughs of fragrant|fragrant|fragrant shrubs	perfumes|fragrant|fragrant|fragrant	fragrant|fragrant|fragrant	It was , moreover , profusely ornamented with emblems and ciphers , suited to its designation and defenders , defenders , and waggon - loads of suitable ammunitions were laid in for the warfare — harmless in themselves , but sometimes sometimes thrown with deadly aim — such as bouquets of flowers , gloves , fans , perfumes , and , for cases of extremity , boughs of fragrant shrubs .	1871	bl96975
of his gloves and handkerchief	perfume	more orthodox	This attitude , the pose of his dark - haired head , the old familiar sowpqon of cigarette smoke lingering about him and struggling to assert itself , though it had to do battle with the more orthodox perfume of his gloves and handkerchief , was so like old so repelled from her mind every thought of George Alcott , with his sunburnt face and frizzly reddish hair , that Anne felt her exulting heart beginning to realize more fully than hitherto the greatness of her gain ; the supreme wretched uess to which she would 117 ANNE AND IDA AT MARGATE .	1873	bl92051
gloves	scented|scented	scented|scented	In the best of humours , playing with his scented gloves , or with the lace frills of his sleeves , covered with gold and jewellery , he moved about in the crowd of courtiers without any unnecessary display of his restoration to royal favour , but with charming ease and perfect taste .	1872	bl92268
gloves|sweet|leather|leather jerkin|for gloves	perfumed|perfumed|scent	perfumed perfumed|perfumed|sweet|favourite	* Edward Vere , Earle of Oxford , came from Italy , and brought with him gloves , sweet baggs , a perfumed perfumed leather jerkin , and other sweet The favourite scent for gloves long continued to be called the earl of Oxford ' s per P .	1875	bl92317
gloves	perfumes|perfumes perfumes	perfumes|perfumes	They stopped , as before , at jewellers , miUiners , and printshops ; they bought gloves at Jouvin ' s , and perfumes perfumes at Rimmcl ' s ; and then they turned , and came up again , and went into Very ' s .	1869	bl92402
gloves	scented|scented	Spanish scented|scented	Moor and Creed to Hyde Park , by coach , and saw a fine foot - race three times round the Park , between an Irishman and Crow , that was once my Lord Claypole ' s This was followed by a horse - race , and in the interval which occurred between the two performances performances a milk - maid went about , crying Milk of a red cow ! which the humbler spectators partook partook of — the meanwhile sipping sillabub with sack in The ladies , we are further told , wagered scarlet stockings and Spanish scented gloves on their favourite studs .	1873	bl92483
of gloves|ribbon|sweets	scent		They came straight from the shop in many wrappings , were timidly acknowledged , and condescendingly bestowed ; while William , who bounded up stairs three or four steps at a time , used to ferret out from amongst numberless numberless letters in his breast pocket a little crushed packet of gloves or scent or ribbon or sweets , for which he bargained how many kisses he was to receive in payment before it was transferred to Susy .	1871	bl92831
gloves	scent		Rogers or Fanny to regard her as illiberal ; for Ethel is constantly making little purchases for one or the other of them : gloves , scent , a collar , a tie — something - that costs a shilling or so : and thus gives an idea of generosity that satisfies people like the Rogerses , who never esteem a gift for its value in money .	1876	bl92970
fans|bottles|packets of primrose|lavender gloves	scent -		Only a tangle of unmade sUk dresses and cashmere shawls , French slippers , ivory - backed hair - brushes , daintily carved by the cunning hand of some Chinese artisan , fans , scent - bottles , packets of primrose and lavender gloves — the things Mr .	1872	bl95085
tall fox - gloves|wild straggling roses	fragrance	faint	Below , under the trees the grasses are lying long and lush , wet with the dews , while tall fox - gloves and wild straggling roses send a faint fragrance into the air .	1874	bl95163
Monsieur|gloves	perfumes		Monsieur Loigereau does not affect gloves and perfumes ; his idea of happiness is to be in the open air , within sight of green trees and fields , if he can find them .	1873	bl95390
kid gloves	scent		I do bebeve he must have done without some few comforts himself to help us — kid gloves , perhaps , or scent , or some luxury from one of his five meals a That is a great deal for an English Guardsman to sacrifice for Irish savages , whom he rather hopes to have a chance of knocking on the head some day soon ; but don ' t bebeve in the disinterestedness of his conduct , Eileen bawn .	1875	bl95489
Gloves	scent		195 My ' Parrel plain , my Cloak was void of Pride , My little Skirts , my metamorphis ' d Breech , My Stockings black , my Garters were ty ' d shorter , My Gloves no scent ; thus marcht I to her Porter .	1874	bl95537
Gloves	perfum ' d|scent	too strong	My Band was broad , my ' Parrel was not plain , My Points and Girdle made the greatest show ; My sword was odious , and my Belt was vain , My Spanish shooes was cut too broad at toe ; My Stockings light , my Garters ty ' d too long , My Gloves perfum ' d , and had a scent too strong .	1874	bl95537
glove	scented|scented	scented|scented	His Majesty even confirmed him in his arrogance by tickling his cheek with the scented glove which he held in his hand .	1872	bl95563
Gloves|Bugle|bracelet	Perfume		) Lawn , as white as driven snow , Cyprus , black as e ' er was crow ; Gloves , as sweet as damask roses ; Masks for faces , and for noses ; Bugle - bracelet , necklace - amber ; Perfume for a lady ' s chamber ; Golden quoifs and stomachers , For my lads to give their dears ; Pins , and poking - sticks of steel , What maids lack from head to heel : Come , buy of me , come ; come buy , come buy , Buy lads , or else your lasses cry ; come buy .	1873	bl95658
sticks|opera|glasses|gloves|ladies '|bottles|boxes of pills|other patent medicines	scent		If not claimed within two years , they are sold by public auction , and a pretty miscellaneous sale a railway auction is , consisting of coats , shawls , hats , caps , rugs , walking - sticks , umbrellas , parasols , opera - glasses , gloves , ladies ' scent - bottles , boxes of pills and other patent medicines , hair - dyes , and other articles .	1873	bl95708
